StreamStats Output Report,,,,,
,,,,,
State/Region ID,MT,,,,
Bankfull width 66.7 percent AEP flood,0,ft^3/s,,,
Bankfull Width 50-percent AEP flood,0,ft^3/s,,,
Bankfull width 42.9 percent AEP flood,0,ft^3/s,,,
Bankfull Width 20-percent AEP flood,0,ft^3/s,,,
Bankfull Width 10-percent AEP flood,0,ft^3/s,,,
Bankfull Width 4-percent AEP flood,0,ft^3/s,,,
Bankfull Width 2-percent AEP flood,0,ft^3/s,,,
Bankfull Width 1-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.5-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.2-percent AEP flood,0,ft^3/s,,,
Rem sens chan width 66.7 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_50_percent_AEP_flood,0,ft^3/s,,,
Rem sens chan width 42.9 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_20_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_10_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_4_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_2_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_1_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_5_pct_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_2_pct_AEP_flood,0,ft^3/s,,,
,,,,,
,,,,,
Low-Flow Statistics Parameters,86.0 Percent W Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Low-Flow Statistics Parameters,14.0 Percent NW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,0.06,66
,,,,,
Low-Flow Statistics Flow Report,86.0 Percent W Region LowFlow GLS 2015 5019G,,,,
Statistic,Value,Unit,,,
7 Day 10 Year Low Flow,537,ft^3/s,,,
Low-Flow Statistics Flow Report,14.0 Percent NW Region LowFlow GLS 2015 5019G,,,,
Statistic,Value,Unit,,,
7 Day 10 Year Low Flow,290,ft^3/s,,,
Low-Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
7 Day 10 Year Low Flow,502,ft^3/s,,,
,,,,,
,,,,,
Flow-Duration Statistics Parameters,86.0 Percent W Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Flow-Duration Statistics Parameters,14.0 Percent NW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
,,,,,
Flow-Duration Statistics Flow Report,86.0 Percent W Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
20 Percent Duration,4970,ft^3/s,,,
80 Percent Duration,961,ft^3/s,,,
Flow-Duration Statistics Flow Report,14.0 Percent NW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
20 Percent Duration,5650,ft^3/s,,,
80 Percent Duration,1800,ft^3/s,,,
Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
20 Percent Duration,5060,ft^3/s,,,
80 Percent Duration,1080,ft^3/s,,,
,,,,,
,,,,,
Annual Flow Statistics Parameters,86.0 Percent W Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Annual Flow Statistics Parameters,14.0 Percent NW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
,,,,,
Annual Flow Statistics Flow Report,86.0 Percent W Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
Median Annual Flow,1890,ft^3/s,,,
Mean Annual Flow,3560,ft^3/s,,,
Annual Flow Statistics Flow Report,14.0 Percent NW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
Median Annual Flow,3840,ft^3/s,,,
Mean Annual Flow,3540,ft^3/s,,,
Annual Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
Median Annual Flow,2160,ft^3/s,,,
Mean Annual Flow,3560,ft^3/s,,,
,,,,,
,,,,,
Monthly Flow Statistics Parameters,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
Monthly Flow Statistics Parameters,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
Monthly Flow Statistics Parameters,14.0 Percent NW Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
Monthly Flow Statistics Parameters,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Monthly Flow Statistics Parameters,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Monthly Flow Statistics Parameters,86.0 Percent W Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
Monthly Flow Statistics Flow Report,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
November Mean Flow,1260,ft^3/s,,,
December Mean Flow,1060,ft^3/s,,,
January Mean Flow,1070,ft^3/s,,,
February Mean Flow,1260,ft^3/s,,,
Monthly Flow Statistics Flow Report,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,1680,ft^3/s,,,
April Mean Flow,4160,ft^3/s,,,
May Mean Flow,12700,ft^3/s,,,
June Mean Flow,15000,ft^3/s,,,
Monthly Flow Statistics Flow Report,14.0 Percent NW Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,4710,ft^3/s,,,
August Mean Flow,1850,ft^3/s,,,
September Mean Flow,1390,ft^3/s,,,
October Mean Flow,1220,ft^3/s,,,
Monthly Flow Statistics Flow Report,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
November Mean Flow,1600,ft^3/s,,,
December Mean Flow,1520,ft^3/s,,,
January Mean Flow,1590,ft^3/s,,,
February Mean Flow,1790,ft^3/s,,,
Monthly Flow Statistics Flow Report,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,2440,ft^3/s,,,
April Mean Flow,5470,ft^3/s,,,
May Mean Flow,10800,ft^3/s,,,
June Mean Flow,9660,ft^3/s,,,
Monthly Flow Statistics Flow Report,86.0 Percent W Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,3110,ft^3/s,,,
August Mean Flow,1280,ft^3/s,,,
September Mean Flow,1220,ft^3/s,,,
October Mean Flow,1390,ft^3/s,,,
Monthly Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
November Mean Flow,1550,ft^3/s,,,
December Mean Flow,1450,ft^3/s,,,
January Mean Flow,1520,ft^3/s,,,
February Mean Flow,1720,ft^3/s,,,
March Mean Flow,2330,ft^3/s,,,
April Mean Flow,5280,ft^3/s,,,
May Mean Flow,11100,ft^3/s,,,
June Mean Flow,10400,ft^3/s,,,
July Mean Flow,3330,ft^3/s,,,
August Mean Flow,1360,ft^3/s,,,
September Mean Flow,1240,ft^3/s,,,
October Mean Flow,1370,ft^3/s,,,
,,,,,
,,,,,
Seasonal Flow Statistics Parameters,86.0 Percent W Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
Seasonal Flow Statistics Parameters,14.0 Percent NW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
,,,,,
Seasonal Flow Statistics Flow Report,86.0 Percent W Region LowFlow GLS 2015 5019G,,,,
Statistic,Value,Unit,,,
Jul_to_Oct_14_Day_5_Yr_Low_Flow,712,ft^3/s,,,
Seasonal Flow Statistics Flow Report,14.0 Percent NW Region LowFlow GLS 2015 5019G,,,,
Statistic,Value,Unit,,,
Jul_to_Oct_14_Day_5_Yr_Low_Flow,638,ft^3/s,,,
Seasonal Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
Jul_to_Oct_14_Day_5_Yr_Low_Flow,701,ft^3/s,,,
,,,,,
,,,,,
January Flow-Duration Statistics Parameters,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
January Flow-Duration Statistics Parameters,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
January Flow-Duration Statistics Flow Report,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,1280,ft^3/s,,,
January 50 Percent Duration,955,ft^3/s,,,
January 80 Percent Duration,650,ft^3/s,,,
January Flow-Duration Statistics Flow Report,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,2020,ft^3/s,,,
January 50 Percent Duration,1370,ft^3/s,,,
January 80 Percent Duration,962,ft^3/s,,,
January Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,1920,ft^3/s,,,
January 50 Percent Duration,1310,ft^3/s,,,
January 80 Percent Duration,918,ft^3/s,,,
,,,,,
,,,,,
February Flow-Duration Statistics Parameters,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
February Flow-Duration Statistics Parameters,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
February Flow-Duration Statistics Flow Report,14.0 Percent NW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,1550,ft^3/s,,,
February 50 Percent Duration,1150,ft^3/s,,,
February 80 Percent Duration,797,ft^3/s,,,
February Flow-Duration Statistics Flow Report,86.0 Percent W Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,2160,ft^3/s,,,
February 50 Percent Duration,1500,ft^3/s,,,
February 80 Percent Duration,1030,ft^3/s,,,
February Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,2070,ft^3/s,,,
February 50 Percent Duration,1450,ft^3/s,,,
February 80 Percent Duration,997,ft^3/s,,,
,,,,,
,,,,,
March Flow-Duration Statistics Parameters,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
March Flow-Duration Statistics Parameters,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
March Flow-Duration Statistics Flow Report,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,2100,ft^3/s,,,
March 50 Percent Duration,1310,ft^3/s,,,
March 80 Percent Duration,908,ft^3/s,,,
March Flow-Duration Statistics Flow Report,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,3010,ft^3/s,,,
March 50 Percent Duration,2000,ft^3/s,,,
March 80 Percent Duration,1380,ft^3/s,,,
March Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,2880,ft^3/s,,,
March 50 Percent Duration,1900,ft^3/s,,,
March 80 Percent Duration,1310,ft^3/s,,,
,,,,,
,,,,,
April Flow-Duration Statistics Parameters,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
April Flow-Duration Statistics Parameters,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
April Flow-Duration Statistics Flow Report,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,6140,ft^3/s,,,
April 50 Percent Duration,3370,ft^3/s,,,
April 80 Percent Duration,1900,ft^3/s,,,
April Flow-Duration Statistics Flow Report,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,7840,ft^3/s,,,
April 50 Percent Duration,4590,ft^3/s,,,
April 80 Percent Duration,2580,ft^3/s,,,
April Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,7600,ft^3/s,,,
April 50 Percent Duration,4420,ft^3/s,,,
April 80 Percent Duration,2480,ft^3/s,,,
,,,,,
,,,,,
May Flow-Duration Statistics Parameters,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,7.74,1560
PRECIP,Mean Annual Precipitation,24.24,inches,20.7,83.2
May Flow-Duration Statistics Parameters,86.0 Percent W Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,6088.2,square miles,6.4,2520
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,12.3,percent,1.87,67.5
,,,,,
May Flow-Duration Statistics Flow Report,14.0 Percent NW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
May 20 Percent Duration,17100,ft^3/s,,,
