StreamStats Output Report,,,,,
,,,,,
State/Region ID,MT,,,,
Peak-Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
66.7-percent AEP flood,187,ft^3/s,,,
50-percent AEP flood,235,ft^3/s,,,
42.9-percent AEP flood,259,ft^3/s,,,
20-percent AEP flood,386,ft^3/s,,,
10-percent AEP flood,512,ft^3/s,,,
4-percent AEP flood,694,ft^3/s,,,
2-percent AEP flood,842,ft^3/s,,,
1-percent AEP flood,984,ft^3/s,,,
0.5-percent AEP flood,1150,ft^3/s,,,
0.2-percent AEP flood,1370,ft^3/s,,,
Active chan width 66.7 percent AEP flood,0,ft^3/s,,,
Active Channel Width 50-percent AEP flood,0,ft^3/s,,,
Active chan width 42.9 percent AEP flood,0,ft^3/s,,,
Active Channel Width 20-percent AEP flood,0,ft^3/s,,,
Active Channel Width 10-percent AEP flood,0,ft^3/s,,,
Active Channel Width 4-percent AEP flood,0,ft^3/s,,,
Active Channel Width 2-percent AEP flood,0,ft^3/s,,,
Active Channel Width 1-percent AEP flood,0,ft^3/s,,,
Active Channel Width 0.5-percent AEP flood,0,ft^3/s,,,
Active Channel Width 0.2-percent AEP flood,0,ft^3/s,,,
Bankfull width 66.7 percent AEP flood,0,ft^3/s,,,
Bankfull Width 50-percent AEP flood,0,ft^3/s,,,
Bankfull width 42.9 percent AEP flood,0,ft^3/s,,,
Bankfull Width 20-percent AEP flood,0,ft^3/s,,,
Bankfull Width 10-percent AEP flood,0,ft^3/s,,,
Bankfull Width 4-percent AEP flood,0,ft^3/s,,,
Bankfull Width 2-percent AEP flood,0,ft^3/s,,,
Bankfull Width 1-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.5-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.2-percent AEP flood,0,ft^3/s,,,
Rem sens chan width 66.7 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_50_percent_AEP_flood,0,ft^3/s,,,
Rem sens chan width 42.9 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_20_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_10_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_4_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_2_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_1_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_5_pct_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_2_pct_AEP_flood,0,ft^3/s,,,
,,,,,
,,,,,
Low-Flow Statistics Parameters,63.8 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
Low-Flow Statistics Parameters,36.2 Percent SW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
,,,,,
Low-Flow Statistics Flow Report,63.8 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
7 Day 10 Year Low Flow,10,ft^3/s,1.25,80.2,185
Low-Flow Statistics Flow Report,36.2 Percent SW Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
7 Day 10 Year Low Flow,2.37,ft^3/s,0.286,19.7,175
Low-Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
7 Day 10 Year Low Flow,7.24,ft^3/s,0.901,58.3,
,,,,,
,,,,,
Flow-Duration Statistics Parameters,36.2 Percent SW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
,,,,,
Flow-Duration Statistics Flow Report,36.2 Percent SW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
20 Percent Duration,116,ft^3/s,,,
80 Percent Duration,19.1,ft^3/s,,,
,,,,,
,,,,,
Annual Flow Statistics Parameters,36.2 Percent SW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
,,,,,
Annual Flow Statistics Flow Report,36.2 Percent SW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
Median Annual Flow,40.2,ft^3/s,,,
Mean Annual Flow,75.2,ft^3/s,,,
,,,,,
,,,,,
Monthly Flow Statistics Parameters,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
Monthly Flow Statistics Parameters,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
Monthly Flow Statistics Parameters,36.2 Percent SW Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
Monthly Flow Statistics Parameters,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
Monthly Flow Statistics Parameters,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
Monthly Flow Statistics Parameters,63.8 Percent UpYellow CentMt Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
,,,,,
Monthly Flow Statistics Flow Report,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January Mean Flow,9.81,ft^3/s,,,
February Mean Flow,9.22,ft^3/s,,,
November Mean Flow,16.2,ft^3/s,,,
December Mean Flow,11.2,ft^3/s,,,
Monthly Flow Statistics Flow Report,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,11.1,ft^3/s,,,
April Mean Flow,46.4,ft^3/s,,,
May Mean Flow,176,ft^3/s,,,
June Mean Flow,214,ft^3/s,,,
Monthly Flow Statistics Flow Report,36.2 Percent SW Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,74.2,ft^3/s,,,
August Mean Flow,26.7,ft^3/s,,,
September Mean Flow,21.9,ft^3/s,,,
October Mean Flow,21.3,ft^3/s,,,
Monthly Flow Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
November Mean Flow,27.4,ft^3/s,,,
December Mean Flow,21,ft^3/s,,,
January Mean Flow,18.5,ft^3/s,,,
February Mean Flow,16.2,ft^3/s,,,
Monthly Flow Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,14,ft^3/s,,,
April Mean Flow,38.7,ft^3/s,,,
May Mean Flow,184,ft^3/s,,,
June Mean Flow,319,ft^3/s,,,
Monthly Flow Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,172,ft^3/s,,,
August Mean Flow,72.4,ft^3/s,,,
September Mean Flow,48,ft^3/s,,,
October Mean Flow,37.3,ft^3/s,,,
Monthly Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
January Mean Flow,15.4,ft^3/s,,,
February Mean Flow,13.7,ft^3/s,,,
November Mean Flow,23.3,ft^3/s,,,
December Mean Flow,17.5,ft^3/s,,,
March Mean Flow,13,ft^3/s,,,
April Mean Flow,41.5,ft^3/s,,,
May Mean Flow,181,ft^3/s,,,
June Mean Flow,281,ft^3/s,,,
July Mean Flow,137,ft^3/s,,,
August Mean Flow,55.9,ft^3/s,,,
September Mean Flow,38.6,ft^3/s,,,
October Mean Flow,31.5,ft^3/s,,,
,,,,,
,,,,,
Seasonal Flow Statistics Parameters,63.8 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
Seasonal Flow Statistics Parameters,36.2 Percent SW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
,,,,,
Seasonal Flow Statistics Flow Report,63.8 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
Jul_to_Oct_14_Day_5_Yr_Low_Flow,26.9,ft^3/s,4.8,151,135
Seasonal Flow Statistics Flow Report,36.2 Percent SW Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
Jul_to_Oct_14_Day_5_Yr_Low_Flow,10.9,ft^3/s,1.02,117,220
Seasonal Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
Jul_to_Oct_14_Day_5_Yr_Low_Flow,21.1,ft^3/s,3.43,139,
,,,,,
,,,,,
January Flow-Duration Statistics Parameters,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
January Flow-Duration Statistics Parameters,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
,,,,,
January Flow-Duration Statistics Flow Report,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,12.1,ft^3/s,,,
January 50 Percent Duration,9.17,ft^3/s,,,
January 80 Percent Duration,6.69,ft^3/s,,,
January Flow-Duration Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,22.3,ft^3/s,,,
January 50 Percent Duration,18.5,ft^3/s,,,
January 80 Percent Duration,15.2,ft^3/s,,,
January Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,18.6,ft^3/s,,,
January 50 Percent Duration,15.1,ft^3/s,,,
January 80 Percent Duration,12.1,ft^3/s,,,
,,,,,
,,,,,
February Flow-Duration Statistics Parameters,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
February Flow-Duration Statistics Parameters,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
,,,,,
February Flow-Duration Statistics Flow Report,36.2 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,10.8,ft^3/s,,,
February 50 Percent Duration,8.72,ft^3/s,,,
February 80 Percent Duration,6.41,ft^3/s,,,
February Flow-Duration Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,18.7,ft^3/s,,,
February 50 Percent Duration,16.5,ft^3/s,,,
February 80 Percent Duration,14.1,ft^3/s,,,
February Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,15.8,ft^3/s,,,
February 50 Percent Duration,13.7,ft^3/s,,,
February 80 Percent Duration,11.3,ft^3/s,,,
,,,,,
,,,,,
March Flow-Duration Statistics Parameters,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.1,percent,0.96,22.6
March Flow-Duration Statistics Parameters,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
,,,,,
March Flow-Duration Statistics Flow Report,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,13.2,ft^3/s,,,
March 50 Percent Duration,9.71,ft^3/s,,,
March 80 Percent Duration,7.22,ft^3/s,,,
March Flow-Duration Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,16.1,ft^3/s,,,
March 50 Percent Duration,13.6,ft^3/s,,,
March 80 Percent Duration,11,ft^3/s,,,
March Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,15.1,ft^3/s,,,
March 50 Percent Duration,12.2,ft^3/s,,,
March 80 Percent Duration,9.63,ft^3/s,,,
,,,,,
,,,,,
April Flow-Duration Statistics Parameters,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
April Flow-Duration Statistics Parameters,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,35.05,inches,16.4,38.9
,,,,,
April Flow-Duration Statistics Flow Report,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,69,ft^3/s,,,
April 50 Percent Duration,32.4,ft^3/s,,,
April 80 Percent Duration,16.1,ft^3/s,,,
April Flow-Duration Statistics Flow Report,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,50.7,ft^3/s,,,
April 50 Percent Duration,29.4,ft^3/s,,,
April 80 Percent Duration,17.8,ft^3/s,,,
April Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,57.3,ft^3/s,,,
April 50 Percent Duration,30.5,ft^3/s,,,
April 80 Percent Duration,17.2,ft^3/s,,,
,,,,,
,,,,,
May Flow-Duration Statistics Parameters,36.2 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,53.2,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,35.05,inches,16.7,37.1
May Flow-Duration Statistics Parameters,63.8 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
