StreamStats Output Report,,,,,
,,,,,
State/Region ID,MT,,,,
Active Channel Width 4-percent AEP flood,0,ft^3/s,,,
Active Channel Width 2-percent AEP flood,0,ft^3/s,,,
Active Channel Width 1-percent AEP flood,0,ft^3/s,,,
Active Channel Width 0.5-percent AEP flood,0,ft^3/s,,,
Active Channel Width 0.2-percent AEP flood,0,ft^3/s,,,
Bankfull width 66.7 percent AEP flood,0,ft^3/s,,,
Bankfull Width 50-percent AEP flood,0,ft^3/s,,,
Bankfull width 42.9 percent AEP flood,0,ft^3/s,,,
Bankfull Width 20-percent AEP flood,0,ft^3/s,,,
Bankfull Width 10-percent AEP flood,0,ft^3/s,,,
Bankfull Width 4-percent AEP flood,0,ft^3/s,,,
Bankfull Width 2-percent AEP flood,0,ft^3/s,,,
Bankfull Width 1-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.5-percent AEP flood,0,ft^3/s,,,
Bankfull Width 0.2-percent AEP flood,0,ft^3/s,,,
Rem sens chan width 66.7 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_50_percent_AEP_flood,0,ft^3/s,,,
Rem sens chan width 42.9 percent AEP fld,0,ft^3/s,,,
Rem_sens_chan_width_20_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_10_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_4_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_2_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_1_percent_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_5_pct_AEP_flood,0,ft^3/s,,,
Rem_sens_chan_width_0_2_pct_AEP_flood,0,ft^3/s,,,
,,,,,
,,,,,
Low-Flow Statistics Parameters,52.3 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
Low-Flow Statistics Parameters,47.7 Percent SW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
,,,,,
Low-Flow Statistics Flow Report,52.3 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
7 Day 10 Year Low Flow,8.52,ft^3/s,1.11,65.2,185
Low-Flow Statistics Flow Report,47.7 Percent SW Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
7 Day 10 Year Low Flow,5.28,ft^3/s,0.646,43.1,175
Low-Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
7 Day 10 Year Low Flow,6.97,ft^3/s,0.889,54.7,
,,,,,
,,,,,
Flow-Duration Statistics Parameters,47.7 Percent SW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
,,,,,
Flow-Duration Statistics Flow Report,47.7 Percent SW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
20 Percent Duration,121,ft^3/s,,,
80 Percent Duration,21.9,ft^3/s,,,
,,,,,
,,,,,
Annual Flow Statistics Parameters,47.7 Percent SW Region Annual MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
,,,,,
Annual Flow Statistics Flow Report,47.7 Percent SW Region Annual MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
Median Annual Flow,45.6,ft^3/s,,,
Mean Annual Flow,81.8,ft^3/s,,,
,,,,,
,,,,,
Monthly Flow Statistics Parameters,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
Monthly Flow Statistics Parameters,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
Monthly Flow Statistics Parameters,47.7 Percent SW Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
Monthly Flow Statistics Parameters,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
Monthly Flow Statistics Parameters,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
Monthly Flow Statistics Parameters,52.3 Percent UpYellow CentMt Region Season2 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
,,,,,
Monthly Flow Statistics Flow Report,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January Mean Flow,16.9,ft^3/s,,,
February Mean Flow,16.2,ft^3/s,,,
November Mean Flow,21.5,ft^3/s,,,
December Mean Flow,19,ft^3/s,,,
Monthly Flow Statistics Flow Report,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,18.4,ft^3/s,,,
April Mean Flow,59.1,ft^3/s,,,
May Mean Flow,194,ft^3/s,,,
June Mean Flow,229,ft^3/s,,,
Monthly Flow Statistics Flow Report,47.7 Percent SW Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,79.8,ft^3/s,,,
August Mean Flow,30,ft^3/s,,,
September Mean Flow,25.3,ft^3/s,,,
October Mean Flow,26.2,ft^3/s,,,
Monthly Flow Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
November Mean Flow,30.2,ft^3/s,,,
December Mean Flow,23.6,ft^3/s,,,
January Mean Flow,21.3,ft^3/s,,,
February Mean Flow,20.2,ft^3/s,,,
Monthly Flow Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March Mean Flow,19.7,ft^3/s,,,
April Mean Flow,47.3,ft^3/s,,,
May Mean Flow,187,ft^3/s,,,
June Mean Flow,298,ft^3/s,,,
Monthly Flow Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season2 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
July Mean Flow,146,ft^3/s,,,
August Mean Flow,62.5,ft^3/s,,,
September Mean Flow,44.8,ft^3/s,,,
October Mean Flow,38.6,ft^3/s,,,
Monthly Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
January Mean Flow,19.2,ft^3/s,,,
February Mean Flow,18.3,ft^3/s,,,
November Mean Flow,26.1,ft^3/s,,,
December Mean Flow,21.4,ft^3/s,,,
March Mean Flow,19.1,ft^3/s,,,
April Mean Flow,52.9,ft^3/s,,,
May Mean Flow,190,ft^3/s,,,
June Mean Flow,265,ft^3/s,,,
July Mean Flow,114,ft^3/s,,,
August Mean Flow,47,ft^3/s,,,
September Mean Flow,35.5,ft^3/s,,,
October Mean Flow,32.7,ft^3/s,,,
,,,,,
,,,,,
Seasonal Flow Statistics Parameters,52.3 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
Seasonal Flow Statistics Parameters,47.7 Percent SW Region LowFlow GLS 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
,,,,,
Seasonal Flow Statistics Flow Report,52.3 Percent UpYellow CentMt Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
Jul_to_Oct_14_Day_5_Yr_Low_Flow,23.1,ft^3/s,4.25,125,135
Seasonal Flow Statistics Flow Report,47.7 Percent SW Region LowFlow GLS 2015 5019G,,,,
"PIl: Prediction Interval- Lower, PIu: Prediction Interval- Upper, ASEp: Average Standard Error of Prediction, SE: Standard Error (other-- see report)",,,,,
Statistic,Value,Unit,PIl,PIu,ASEp
Jul_to_Oct_14_Day_5_Yr_Low_Flow,11.5,ft^3/s,1.17,113,220
Seasonal Flow Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
Jul_to_Oct_14_Day_5_Yr_Low_Flow,17.6,ft^3/s,2.78,119,
,,,,,
,,,,,
January Flow-Duration Statistics Parameters,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
January Flow-Duration Statistics Parameters,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
,,,,,
January Flow-Duration Statistics Flow Report,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,20.4,ft^3/s,,,
January 50 Percent Duration,16.1,ft^3/s,,,
January 80 Percent Duration,12.4,ft^3/s,,,
January Flow-Duration Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,26,ft^3/s,,,
January 50 Percent Duration,20.8,ft^3/s,,,
January 80 Percent Duration,16.3,ft^3/s,,,
January Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
January 20 Percent Duration,23.3,ft^3/s,,,
January 50 Percent Duration,18.6,ft^3/s,,,
January 80 Percent Duration,14.4,ft^3/s,,,
,,,,,
,,,,,
February Flow-Duration Statistics Parameters,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
February Flow-Duration Statistics Parameters,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
,,,,,
February Flow-Duration Statistics Flow Report,47.7 Percent SW Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,18.6,ft^3/s,,,
February 50 Percent Duration,15.4,ft^3/s,,,
February 80 Percent Duration,11.9,ft^3/s,,,
February Flow-Duration Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season3 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,23.5,ft^3/s,,,
February 50 Percent Duration,19.5,ft^3/s,,,
February 80 Percent Duration,15.6,ft^3/s,,,
February Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
February 20 Percent Duration,21.2,ft^3/s,,,
February 50 Percent Duration,17.5,ft^3/s,,,
February 80 Percent Duration,13.8,ft^3/s,,,
,,,,,
,,,,,
March Flow-Duration Statistics Parameters,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,17.7,percent,0.96,22.6
March Flow-Duration Statistics Parameters,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
,,,,,
March Flow-Duration Statistics Flow Report,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,21.5,ft^3/s,,,
March 50 Percent Duration,16.6,ft^3/s,,,
March 80 Percent Duration,13.2,ft^3/s,,,
March Flow-Duration Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,23.1,ft^3/s,,,
March 50 Percent Duration,18,ft^3/s,,,
March 80 Percent Duration,13.6,ft^3/s,,,
March Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
March 20 Percent Duration,22.3,ft^3/s,,,
March 50 Percent Duration,17.3,ft^3/s,,,
March 80 Percent Duration,13.4,ft^3/s,,,
,,,,,
,,,,,
April Flow-Duration Statistics Parameters,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
April Flow-Duration Statistics Parameters,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,28.1,2620
PRECIP,Mean Annual Precipitation,31.41,inches,16.4,38.9
,,,,,
April Flow-Duration Statistics Flow Report,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,86.4,ft^3/s,,,
April 50 Percent Duration,42.4,ft^3/s,,,
April 80 Percent Duration,22,ft^3/s,,,
April Flow-Duration Statistics Flow Report,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,62.1,ft^3/s,,,
April 50 Percent Duration,36,ft^3/s,,,
April 80 Percent Duration,21.6,ft^3/s,,,
April Flow-Duration Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,,,
April 20 Percent Duration,73.7,ft^3/s,,,
April 50 Percent Duration,39.1,ft^3/s,,,
April 80 Percent Duration,21.8,ft^3/s,,,
,,,,,
,,,,,
May Flow-Duration Statistics Parameters,47.7 Percent SW Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
CONTDA,Contributing Drainage Area,81.3,square miles,24.4,2480
PRECIP,Mean Annual Precipitation,31.41,inches,16.7,37.1
May Flow-Duration Statistics Parameters,52.3 Percent UpYellow CentMt Region Season1 MeanDur 2015 5019G,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
