StreamStats Output Report,,,,,
,,,,,
65 Percent Duration,14.9,ft^3/s,14,,
75 Percent Duration,11.4,ft^3/s,22,,
80 Percent Duration,9.03,ft^3/s,26,,
85 Percent Duration,7.08,ft^3/s,31,,
90 Percent Duration,5.48,ft^3/s,38,,
95 Percent Duration,3.93,ft^3/s,49,,
99 Percent Duration,2.38,ft^3/s,92,,
99.99 Percent Duration,1.02,ft^3/s,93,,
,,,,,
,,,,,
Bankfull Statistics Parameters,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,41.7,square miles,1.02,290
Bankfull Statistics Parameters,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,41.7,square miles,0.07722,940.1535
Bankfull Statistics Parameters,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,41.7,square miles,0.081081,536.995602
Bankfull Statistics Parameters,100.0 Percent USA Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,41.7,square miles,0.07722,59927.7393
,,,,,
Bankfull Statistics Flow Report,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,208,ft^2,88.6,489,
Bankfull Depth,2.58,ft,1.2,5.54,
Bankfull Streamflow,1110,ft^3/s,256,4810,
Bankfull Width,80.7,ft,35.1,185,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_D_channel_width,71.5,ft,,,
Bieger_D_channel_depth,3.27,ft,,,
Bieger_D_channel_cross_sectional_area,238,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_P_channel_width,78.1,ft,,,
Bieger_P_channel_depth,3.32,ft,,,
Bieger_P_channel_cross_sectional_area,257,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent USA Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_USA_channel_width,46,ft,,,
Bieger_USA_channel_depth,2.67,ft,,,
Bieger_USA_channel_cross_sectional_area,128,ft^2,,,
Bankfull Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,208,ft^2,88.6,489,
Bankfull Depth,2.58,ft,1.2,5.54,
Bankfull Streamflow,1110,ft^3/s,256,4810,
Bankfull Width,80.7,ft,35.1,185,
Bieger_D_channel_width,71.5,ft,,,
Bieger_D_channel_depth,3.27,ft,,,
Bieger_D_channel_cross_sectional_area,238,ft^2,,,
Bieger_P_channel_width,78.1,ft,,,
Bieger_P_channel_depth,3.32,ft,,,
Bieger_P_channel_cross_sectional_area,257,ft^2,,,
Bieger_USA_channel_width,46,ft,,,
Bieger_USA_channel_depth,2.67,ft,,,
Bieger_USA_channel_cross_sectional_area,128,ft^2,,,
,,,,,
,,,,,
Maximum Probable Flood Statistics Parameters,100.0 Percent Crippen Bue Region 4,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,41.7,square miles,0.1,10000
,,,,,
Maximum Probable Flood Statistics Flow Report,100.0 Percent Crippen Bue Region 4,,,,
Statistic,Value,Unit,,,
Maximum Flood Crippen Bue Regional,55400,ft^3/s,,,
,,,,,
"USGS Data Disclaimer: Unless otherwise stated, all data, metadata and related materials are considered to satisfy the quality standards relative to the purpose for which the data were collected. Although these data and associated metadata have been reviewed for accuracy and completeness and approved for release by the U.S. Geological Survey (USGS), no warranty expressed or implied is made regarding the display or utility of the data for other purposes, nor on all computer systems, nor shall the act of distribution constitute any such warranty.",,,,,
"USGS Software Disclaimer: This software has been approved for release by the U.S. Geological Survey (USGS). Although the software has been subjected to rigorous review, the USGS reserves the right to update the software as needed pursuant to further analysis and review. No warranty, expressed or implied, is made by the USGS or the U.S. Government as to the functionality of the software and related material nor shall the fact of release constitute any such warranty. Furthermore, the software is released on condition that neither the USGS nor the U.S. Government shall be held liable for any damages resulting from its authorized or unauthorized use.",,,,,
"USGS Product Names Disclaimer: Any use of trade, firm, or product names is for descriptive purposes only and does not imply endorsement by the U.S. Government.",,,,,
,,,,,
Application Version: 4.16.1,,,,,
StreamStats Services Version: 1.2.22,,,,,
NSS Services Version: 2.2.1,,,,,
