StreamStats Output Report,,,,,
,,,,,
PRECIP,Mean Annual Precipitation,35.5,inches,31.64,49.79
,,,,,
Peak-Flow Statistics Flow Report,100.0 Percent 2006 Full Region 5,,,,
Statistic,Value,Unit,SE,ASEp,Equiv. Yrs.
80-percent AEP flood,1350,ft^3/s,38.5,38.5,2.2
66.7-percent AEP flood,1690,ft^3/s,38,38,1.9
50-percent AEP flood,2180,ft^3/s,37.4,37.4,2
20-percent AEP flood,3700,ft^3/s,36.3,36.3,3.4
10-percent AEP flood,4920,ft^3/s,36.1,36.1,4.9
4-percent AEP flood,6650,ft^3/s,36.7,36.7,7
2-percent AEP flood,8160,ft^3/s,37.5,37.5,8.5
1-percent AEP flood,9720,ft^3/s,38.7,38.7,9.7
0.5-percent AEP flood,11400,ft^3/s,40.2,40.2,10.8
0.2-percent AEP flood,13900,ft^3/s,42.6,42.6,11.8
,,,,,
,,,,,
Bankfull Statistics Parameters,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,1.02,290
Bankfull Statistics Parameters,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,0.07722,940.1535
Bankfull Statistics Parameters,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,0.081081,536.995602
Bankfull Statistics Parameters,100.0 Percent USA Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,0.07722,59927.7393
,,,,,
Bankfull Statistics Flow Report,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,227,ft^2,95.4,540,
Bankfull Depth,2.67,ft,1.22,5.82,
Bankfull Streamflow,1240,ft^3/s,278,5530,
Bankfull Width,85.3,ft,36.6,199,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_D_channel_width,75.6,ft,,,
Bieger_D_channel_depth,3.4,ft,,,
Bieger_D_channel_cross_sectional_area,262,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_P_channel_width,82.8,ft,,,
Bieger_P_channel_depth,3.45,ft,,,
Bieger_P_channel_cross_sectional_area,283,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent USA Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_USA_channel_width,48.3,ft,,,
Bieger_USA_channel_depth,2.75,ft,,,
Bieger_USA_channel_cross_sectional_area,138,ft^2,,,
Bankfull Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,227,ft^2,95.4,540,
Bankfull Depth,2.67,ft,1.22,5.82,
Bankfull Streamflow,1240,ft^3/s,278,5530,
Bankfull Width,85.3,ft,36.6,199,
Bieger_D_channel_width,75.6,ft,,,
Bieger_D_channel_depth,3.4,ft,,,
Bieger_D_channel_cross_sectional_area,262,ft^2,,,
Bieger_P_channel_width,82.8,ft,,,
Bieger_P_channel_depth,3.45,ft,,,
Bieger_P_channel_cross_sectional_area,283,ft^2,,,
Bieger_USA_channel_width,48.3,ft,,,
Bieger_USA_channel_depth,2.75,ft,,,
Bieger_USA_channel_cross_sectional_area,138,ft^2,,,
,,,,,
,,,,,
Maximum Probable Flood Statistics Parameters,100.0 Percent Crippen Bue Region 4,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,0.1,10000
,,,,,
Maximum Probable Flood Statistics Flow Report,100.0 Percent Crippen Bue Region 4,,,,
Statistic,Value,Unit,,,
Maximum Flood Crippen Bue Regional,59700,ft^3/s,,,
,,,,,
,,,,,
Flow-Duration Statistics Parameters,100.0 Percent Statewide duration flows excl LongIsl 2014 5220,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,47.7,square miles,3.14,4780
JUNAVPRE,Mean June Precipitation,4.32,inches,3.59,5.33
CENTROIDX,CENTROIDX,386214.3,meters,166000,658000
CENTROIDY,CENTROIDY,4695264.5,meters,4560000,4920000
CSL1085LO,10-85 slope of lower half of main channel,49.7,feet per mi,1.56,152
LENGTH,Main Channel Length,17.8,miles,0.88,305
MAR,Mean Annual Runoff in inches,16.9,inches,11.6,37.4
SSURGOB,SSURGO Percent Hydrologic Soil Type B,6.21,percent,1.14,65.7
JULAVPRE,Mean July Precipitation,3.8,inches,3.2,5.26
MAYAVPRE,Mean May Precipitation,3.44,inches,3.15,5.68
PRJUNAUG00,Basin average mean precip for June to August,11.7,inches,10.5,15.5
JUNMAXTMP,Maximum June Temperature,74.2,degrees F,68.8,78.8
SSURGOA,SSURGO Percent Hydrologic Soil Type A,7.31,percent,0.62,51.2
EL1200,Percentage of Basin Above 1200 ft,65,percent,0,100
,,,,,
Flow-Duration Statistics Flow Report,100.0 Percent Statewide duration flows excl LongIsl 2014 5220,,,,
Statistic,Value,Unit,ASEp,,
0.01 Percent Duration,2970,ft^3/s,23,,
1 Percent Duration,471,ft^3/s,14,,
5 Percent Duration,209,ft^3/s,8.8,,
10 Percent Duration,136,ft^3/s,7.3,,
15 Percent Duration,99.3,ft^3/s,6.6,,
20 Percent Duration,78.3,ft^3/s,7,,
25 Percent Duration,62.7,ft^3/s,7.2,,
35 Percent Duration,43.4,ft^3/s,8.7,,
50 Percent Duration,27.6,ft^3/s,11,,
65 Percent Duration,16.6,ft^3/s,14,,
75 Percent Duration,12.3,ft^3/s,22,,
80 Percent Duration,9.75,ft^3/s,26,,
85 Percent Duration,7.6,ft^3/s,31,,
90 Percent Duration,5.86,ft^3/s,38,,
95 Percent Duration,4.17,ft^3/s,49,,
99 Percent Duration,2.49,ft^3/s,92,,
99.99 Percent Duration,1.09,ft^3/s,93,,
,,,,,
"USGS Data Disclaimer: Unless otherwise stated, all data, metadata and related materials are considered to satisfy the quality standards relative to the purpose for which the data were collected. Although these data and associated metadata have been reviewed for accuracy and completeness and approved for release by the U.S. Geological Survey (USGS), no warranty expressed or implied is made regarding the display or utility of the data for other purposes, nor on all computer systems, nor shall the act of distribution constitute any such warranty.",,,,,
"USGS Software Disclaimer: This software has been approved for release by the U.S. Geological Survey (USGS). Although the software has been subjected to rigorous review, the USGS reserves the right to update the software as needed pursuant to further analysis and review. No warranty, expressed or implied, is made by the USGS or the U.S. Government as to the functionality of the software and related material nor shall the fact of release constitute any such warranty. Furthermore, the software is released on condition that neither the USGS nor the U.S. Government shall be held liable for any damages resulting from its authorized or unauthorized use.",,,,,
"USGS Product Names Disclaimer: Any use of trade, firm, or product names is for descriptive purposes only and does not imply endorsement by the U.S. Government.",,,,,
,,,,,
Application Version: 4.16.1,,,,,
StreamStats Services Version: 1.2.22,,,,,
NSS Services Version: 2.2.1,,,,,
