StreamStats Output Report,,,,,
,,,,,
SLOPERATIO,Ratio of main channel slope to basin slope as defined in SIR 2006-5112,0.0935,dimensionless,,
SSURGOA,Percentage of area of Hydrologic Soil Type A from SSURGO,7.63,percent,,
SSURGOB,Percentage of area of Hydrologic Soil Type B from SSURGO,6.22,percent,,
STORAGE,Percentage of area of storage (lakes ponds reservoirs wetlands),0.52,percent,,
,,,,,
,,,,,
Peak-Flow Statistics Parameters,100.0 Percent 2006 Full Region 5,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,1.7,4773
CSL10_85,Stream Slope 10 and 85 Method,61.2,feet per mi,2.76,222.55
PRECIP,Mean Annual Precipitation,35.6,inches,31.64,49.79
,,,,,
Peak-Flow Statistics Flow Report,100.0 Percent 2006 Full Region 5,,,,
Statistic,Value,Unit,SE,ASEp,Equiv. Yrs.
80-percent AEP flood,1240,ft^3/s,38.5,38.5,2.2
66.7-percent AEP flood,1550,ft^3/s,38,38,1.9
50-percent AEP flood,2010,ft^3/s,37.4,37.4,2
20-percent AEP flood,3390,ft^3/s,36.3,36.3,3.4
10-percent AEP flood,4490,ft^3/s,36.1,36.1,4.9
4-percent AEP flood,6070,ft^3/s,36.7,36.7,7
2-percent AEP flood,7430,ft^3/s,37.5,37.5,8.5
1-percent AEP flood,8840,ft^3/s,38.7,38.7,9.7
0.5-percent AEP flood,10300,ft^3/s,40.2,40.2,10.8
0.2-percent AEP flood,12600,ft^3/s,42.6,42.6,11.8
,,,,,
,,,,,
Bankfull Statistics Parameters,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,1.02,290
Bankfull Statistics Parameters,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,0.07722,940.1535
Bankfull Statistics Parameters,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,0.081081,536.995602
Bankfull Statistics Parameters,100.0 Percent USA Bieger 2015,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,0.07722,59927.7393
,,,,,
Bankfull Statistics Flow Report,100.0 Percent Bankfull Region 6 SIR2009 5144,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,216,ft^2,91.4,510,
Bankfull Depth,2.62,ft,1.21,5.66,
Bankfull Streamflow,1170,ft^3/s,267,5130,
Bankfull Width,82.7,ft,35.8,191,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Highlands D Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_D_channel_width,73.3,ft,,,
Bieger_D_channel_depth,3.33,ft,,,
Bieger_D_channel_cross_sectional_area,249,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent Appalachian Plateaus P Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_P_channel_width,80.2,ft,,,
Bieger_P_channel_depth,3.38,ft,,,
Bieger_P_channel_cross_sectional_area,268,ft^2,,,
Bankfull Statistics Flow Report,100.0 Percent USA Bieger 2015,,,,
Statistic,Value,Unit,,,
Bieger_USA_channel_width,47,ft,,,
Bieger_USA_channel_depth,2.7,ft,,,
Bieger_USA_channel_cross_sectional_area,132,ft^2,,,
Bankfull Statistics Flow Report,Area-Averaged,,,,
Statistic,Value,Unit,PIl,PIu,
Bankfull Area,216,ft^2,91.4,510,
Bankfull Depth,2.62,ft,1.21,5.66,
Bankfull Streamflow,1170,ft^3/s,267,5130,
Bankfull Width,82.7,ft,35.8,191,
Bieger_D_channel_width,73.3,ft,,,
Bieger_D_channel_depth,3.33,ft,,,
Bieger_D_channel_cross_sectional_area,249,ft^2,,,
Bieger_P_channel_width,80.2,ft,,,
Bieger_P_channel_depth,3.38,ft,,,
Bieger_P_channel_cross_sectional_area,268,ft^2,,,
Bieger_USA_channel_width,47,ft,,,
Bieger_USA_channel_depth,2.7,ft,,,
Bieger_USA_channel_cross_sectional_area,132,ft^2,,,
,,,,,
,,,,,
Flow-Duration Statistics Parameters,100.0 Percent Statewide duration flows excl LongIsl 2014 5220,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,3.14,4780
JUNAVPRE,Mean June Precipitation,4.36,inches,3.59,5.33
CENTROIDX,CENTROIDX,386805.4,meters,166000,658000
CENTROIDY,CENTROIDY,4695102.3,meters,4560000,4920000
CSL1085LO,10-85 slope of lower half of main channel,51.5,feet per mi,1.56,152
LENGTH,Main Channel Length,15.9,miles,0.88,305
MAR,Mean Annual Runoff in inches,16.9,inches,11.6,37.4
SSURGOB,SSURGO Percent Hydrologic Soil Type B,6.22,percent,1.14,65.7
JULAVPRE,Mean July Precipitation,3.82,inches,3.2,5.26
MAYAVPRE,Mean May Precipitation,3.45,inches,3.15,5.68
PRJUNAUG00,Basin average mean precip for June to August,11.8,inches,10.5,15.5
JUNMAXTMP,Maximum June Temperature,74.1,degrees F,68.8,78.8
SSURGOA,SSURGO Percent Hydrologic Soil Type A,7.63,percent,0.62,51.2
EL1200,Percentage of Basin Above 1200 ft,69.1,percent,0,100
,,,,,
Flow-Duration Statistics Flow Report,100.0 Percent Statewide duration flows excl LongIsl 2014 5220,,,,
Statistic,Value,Unit,ASEp,,
0.01 Percent Duration,2830,ft^3/s,23,,
1 Percent Duration,436,ft^3/s,14,,
5 Percent Duration,194,ft^3/s,8.8,,
10 Percent Duration,127,ft^3/s,7.3,,
15 Percent Duration,91.9,ft^3/s,6.6,,
20 Percent Duration,72.4,ft^3/s,7,,
25 Percent Duration,58,ft^3/s,7.2,,
35 Percent Duration,40.1,ft^3/s,8.7,,
50 Percent Duration,25.7,ft^3/s,11,,
65 Percent Duration,15.6,ft^3/s,14,,
75 Percent Duration,11.7,ft^3/s,22,,
80 Percent Duration,9.31,ft^3/s,26,,
85 Percent Duration,7.28,ft^3/s,31,,
90 Percent Duration,5.62,ft^3/s,38,,
95 Percent Duration,4.01,ft^3/s,49,,
99 Percent Duration,2.42,ft^3/s,92,,
99.99 Percent Duration,1.05,ft^3/s,93,,
,,,,,
,,,,,
Maximum Probable Flood Statistics Parameters,100.0 Percent Crippen Bue Region 4,,,,
Parameter Code,Parameter Name,Value,Units,Min Limit,Max Limit
DRNAREA,Drainage Area,44.3,square miles,0.1,10000
,,,,,
Maximum Probable Flood Statistics Flow Report,100.0 Percent Crippen Bue Region 4,,,,
Statistic,Value,Unit,,,
Maximum Flood Crippen Bue Regional,57300,ft^3/s,,,
,,,,,
"USGS Data Disclaimer: Unless otherwise stated, all data, metadata and related materials are considered to satisfy the quality standards relative to the purpose for which the data were collected. Although these data and associated metadata have been reviewed for accuracy and completeness and approved for release by the U.S. Geological Survey (USGS), no warranty expressed or implied is made regarding the display or utility of the data for other purposes, nor on all computer systems, nor shall the act of distribution constitute any such warranty.",,,,,
"USGS Software Disclaimer: This software has been approved for release by the U.S. Geological Survey (USGS). Although the software has been subjected to rigorous review, the USGS reserves the right to update the software as needed pursuant to further analysis and review. No warranty, expressed or implied, is made by the USGS or the U.S. Government as to the functionality of the software and related material nor shall the fact of release constitute any such warranty. Furthermore, the software is released on condition that neither the USGS nor the U.S. Government shall be held liable for any damages resulting from its authorized or unauthorized use.",,,,,
"USGS Product Names Disclaimer: Any use of trade, firm, or product names is for descriptive purposes only and does not imply endorsement by the U.S. Government.",,,,,
,,,,,
Application Version: 4.16.1,,,,,
StreamStats Services Version: 1.2.22,,,,,
NSS Services Version: 2.2.1,,,,,
